Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1231,0,196.57 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","an in depth evaluation of a specialist, or perhaps a program,  maybe over the phone or through a computer service, to help determine whether it'd be best to go to the ER versus the family doctor."
1232,0,35.67 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","if there ARE cures to cancer, and it is being withheld due to the fact that the economy needs people to die to sustain itself, then there needs to be much better treatment."
1233,0,21.59 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","there needs to be a higher price on people who partake in routine destructive recreational activities such as smoking, drinking, etc. of course, the price would only be raised if the uses had been over a certain limit. say, a person is allowed 3 cigarettes a week. you can smoke more, but the cost of, I don't know, a monthly insurance bill will raise. America seems to be one of the few countries that is willing to kill its citizens just to make a buck. this needs to change. this would raise the incentive to be healthier."
1234,0,24.48 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","It is 2013, and we're still being told in the Diagnosis Centers, ""we don't know what is wrong"". More money needs to be allotted to health research, because there are more than a few industries that could use a cut."
1235,2,98.24 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","America needs to model it's healthcare after the Swiss. End of story. Take the precautions, take the time, but do it."
1236,0,3.45 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","I think it should be covered by the health care. If anti pregnancy pills didn't work , which happened in many cases , health care should be available for such situation."
1237,2,148.64 %,"pay, healthcare, doctor, insurance, system, people, patient, education, hospital, cost","I agree with that , but I would better if it wasn't limited for cancer only but other diseases such HIV , AIDS , etc..."
1238,3,69.2 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time","I agree! that can lead to extra examines and procedures that can be costly and unnecessary, raising the medical bill expenses."
1239,0,40.2 %,"people, health, care, healthcare, pay, not, insurance, make, doctor, system","The government should provide budget for research such as : advanced surgical tools, robotic controlled surgeries, and new surgical procedures."
1240,3,100.83 %,"doctor, patient, not, pay, healthcare, people, do, insurance, system, time",who pays for the patients in the mental institutions? themselves? Us or is the government paying to keep them secure?
