Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
1253,1,20.56 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","It's just hard sometimes and gets overwhelming, but I agree because part of being in the healthcare / medical field isn't just to get money but also to help others, and caring is a part of that."
865,1,17.17 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","if anyone is sick, whether they have insurance or not, they should be able and have the right to receive emergency room services"
966,1,20.24 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",everyone deserves equal treatment regardless of income or insurance benefits
1317,1,18.52 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Emergency rooms should be organized better. There should be a system that all medical healthcare providers follow.
1178,1,19.4 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Maybe even offer free workout programs on YouTube. (Things that resemble Insanity or P90x but doesn't cost anything.)
1359,1,21.64 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",Health care should be cheaper for those that are already on medicare and other health care programs
1363,1,24.04 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",technology on health care should be more organized because there are those who claim that they have health care but on the system they say they are not even when the person has proof of care
681,1,20.61 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","If taxes were higher, then we could allow free health care"
677,1,20.2 %,"health, care, cost, medical, pay, free, service, reduce, low, lot",We pay taxes and we have the right to have a free health insurance
674,1,20.15 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Europe and Asia have a better health care system than U.S because most of the insurance comes here, in U.S, are after money not the betterment of their customers"
1138,1,18.79 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","There needs to be certain ""rules"" when applying for free/reduced healthcare. It shouldn't be for anyone."
669,1,22.41 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","Make basic health care services available to everyone, such as cancer screening and other preventive services."
668,1,20.9 %,"health, care, cost, medical, pay, free, service, reduce, low, lot","do not mandate health insurance for everyone, let it be a personal choice to receive health care services"
