Line_Number,Dominant_Topic_Number,Percentage_Contribution,Keywords_In_Dominant_Topic,Sentences
625,2,24.16 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","That is not always possible with single parents, special needs families, other personal conflicts, and also just lack of properly trained personnel to hire to fill the positions."
627,2,30.05 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",When a patient makes an appointment and then must wait for an hour or more for service that then should reduce their cost for medical expenses. They have other things going on besides sitting in a doctor's office all day. Its wasting their opportunity to earn money while the doctor is taking money.
466,2,23.59 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","yes, so background checks on the people purchasing the guns would solve problems with unnecessary/inappropriate use of them which would decrease the amount of accidents resulting in the need of medical assistance"
467,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",make learning about healthcare easier
1679,2,25.08 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Emergency room services get overwhelmed with people who don't have a primary care provider and take the er staff's time with colds or headaches.  We should make it possible for everyone to have at least a primary care physician and keep the er for emergencies!
469,2,22.41 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Finance more towards technology curing people faster and more efficiently and stopping them from visiting again
1677,2,22.22 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Hospitals should have better managers and more training available.
1585,2,23.21 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",we need a quick fix for MRIs because we are running out of Helium which is needed for MRIs
690,2,26.39 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Lower income for Doctors, hire more doctors to staff Hospitals, provide nominal training, easy way to get more people better care faster."
687,2,23.25 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Make STI and pregnancy tests available to everybody.
686,2,21.38 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Make yearly checkups available to everybody.
685,2,23.33 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","We need better health classes in general throughout middle to college, so people can take care of themselves more rather than having to depend on their yearly checkup."
1682,2,20.81 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Better technology could make processes more productive and efficient.
377,2,25.99 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","have a class over healthcare in high school, make it a required class"
777,2,25.08 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room","Stop telling people to use mouthwash, all it does is make your mouth burn. It does not clean teeth, nor does it make your breath smell good for more than a hour. Just brush your teeth and floss, that's all you need."
793,2,24.14 %,"doctor, patient, hospital, school, make, medical, nurse, student, technology, emergency_room",Have students studying to become doctors have stricter study schedules and internships available at all times.
