Line_Number	user	fake_username	timeCode	content	reply	contentSimp
132	76m23	James Medina	April 17, 2013, 12:05:37 PM	of course they first learn in the home, but some children eat 2 meals at school so having healthy and nutritious food to give them will be better for everybody.	131	learn home, children eat 2 meals school healthy nutritious food give everybody.
133	32m59	Charles Johnson	April 17, 2013, 12:06:29 PM	I agree, my grandmother used to stay in an elderly home and she hated it there because the people's attitudes suck, they act like they hate their job. If there were better regulation of these facilities it could cut down on abuse and neglect.	127	agree, grandmother stay elderly home hated people's attitudes suck, act hate job. regulation facilities cut abuse neglect.
134	32m59	Charles Johnson	April 17, 2013, 12:09:13 PM	I understand your logic, it's not the kids fault, but the woman who is smoking knows this will happen because smokers have higher insurance anyways, just like people who engage in other risky behaviors.	125	understand logic, it's kids fault, woman smoking happen smokers higher insurance anyways, people engage risky behaviors.
135	76m23	James Medina	April 17, 2013, 12:09:52 PM	children should get more exercise at school instead of sitting in there desks for most of the day, they only get 15 minutes outside after lunch and then they are confined to there desks. we keep saying that obesity is a problem with the youth its because they don't get to move around for most of the day. its hard to get them to go outside after being trapped inside all day because they then have a tone of homework to do. they should have PE every day and a longer recesses. it has been shone that children who get to run around in the middle of the day perform better on test and all around in school because they have gotten to clear there heads and run out some of the energy they have that was keeping them from focusing	-1	children exercise school sitting desks day, 15 minutes lunch confined desks. obesity problem youth don't move day. hard trapped inside day tone homework do. pe day longer recesses. shone children run middle day perform test school clear heads run energy keeping focusing
136	32m59	Charles Johnson	April 17, 2013, 12:10:47 PM	I think that everyone who wants or needs healthcare should have the option, but it shouldn't be forced upon them.	-1	healthcare option, shouldn't forced them.
137	32m59	Charles Johnson	April 17, 2013, 12:13:05 PM	I agree, children are the future population. If our children start off down the wrong road it could possibly change, but then it could get worse. But if they start down the right road with health education, there are no drawbacks.	-1	agree, children future population. children start wrong road possibly change, worse. start road health education, drawbacks.
138	32m59	Charles Johnson	April 17, 2013, 12:17:21 PM	I think that if more responsibly, such as diagnosis, were given to nurses or even a new created position and were given the proper education it would cut back on long emergency room visits and time for everyone.	-1	responsibly, diagnosis, nurses created position proper education cut back long emergency room visits time everyone.
139	32m59	Charles Johnson	April 17, 2013, 12:21:55 PM	"If doctors, nurses, and all medical staff should be required to take a day or more break if they are noticeably experiencing burn-out. While a person is ""burnt out"" they are overwhelmed to the point where it affects their work performance and life. If burn out can be prevented it should.   "	-1	"doctors, nurses, medical staff required day break noticeably experiencing burn-out. person ""burnt out"" overwhelmed point affects work performance life. burn prevented should.   "
140	16m48	Stacy Turner	April 23, 2013, 12:08:16 PM	Integrating more physical activities into a child's daily life will help form good habits in the future that include working out on a day-to-day basis. I also think that school boards should come up with healthier meals for students and not offer a high-lipid food such as pizza as an alternative to what the main course is.	-1	integrating physical activities child's daily life form good habits future include working day-to-day basis. school boards healthier meals students offer high-lipid food pizza alternative main is.
141	16m48	Stacy Turner	April 23, 2013, 12:10:39 PM	Healthcare providers should be given, without request, a day or so off to take a break from the work environment. The reason I say they should be given is b/c some HC providers will probably deny to take a day off. Sometimes, that is all a person needs in order to get back on track.	139	healthcare providers given, request, day break work environment. reason b/c hc providers deny day off. sometimes, person order back track.
142	16m48	Stacy Turner	April 23, 2013, 12:12:06 PM	True, but then nurses would have to get paid more for their jobs and maybe there would be no point of having doctors anymore.	-1	true, nurses paid jobs point doctors anymore.
