Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
899,5,"The goal is to hit as many opposing team members in the air before you drift all the way down to the bottom. If you get hit by a paintball you're out, if you physically collide with another glider then both persons are out, and if you hit the walls of the arena then you're out. If you reach the bottom and land on the ground then you're safe.","team, game, get, sport, person, make, time, member, win, go"
894,5,quiddage like in harry potter but we use horses,"team, game, get, sport, person, make, time, member, win, go"
207,5,['New Sport: Caterpillar Pass'],"team, game, get, sport, person, make, time, member, win, go"
912,5,"just like in real capture the flag where one team is yellow and other team is red the person being held captive will be given a shirt either red or yellow depending on which team they are on. The teams will consist of 10 people, 4 will be selected to guard the captive and 6 will be retrievers whose job it is to go find their teammate. The retrievers will wear either yellow or red flags and only the guards are allowed to tag them. A retriever cannot tag another retriever. Once a person is tagged the other team keeps their flag and that retriever has to go all the way back to base where the game started to get another flag.  Also there will be a referee to make sure places they are hiding captive is fair.","team, game, get, sport, person, make, time, member, win, go"
208,5,['1. Form two groups/teams (4-5 people per team)'],"team, game, get, sport, person, make, time, member, win, go"
891,5,having a frisbee held with your teeth. run across the field without getting tagged by the opposite team member. if you are tagged you must attempt to throw the frisbee with your teeth,"team, game, get, sport, person, make, time, member, win, go"
209,5,['2. For this game you will need 2 hula-hoops and 2 balloons'],"team, game, get, sport, person, make, time, member, win, go"
889,5,teams compete against other teams in an effort to hit a ball over a net while on skates with the least amount of falls possible and without going out of bounds. every time someone goes out of bounds the opposite team would get the ball and have the upper hand at scoring once the game resumed and Evey time someone fell that team would lose half a point. the team with the most points will win,"team, game, get, sport, person, make, time, member, win, go"
888,5,get a group of people have them compete in who can run the longest in a set amount of time all while being distracted by a number of different obstacles and/or props.,"team, game, get, sport, person, make, time, member, win, go"
887,5,my sport is to have a group of maybe about 5 or 6 people and have them compete in getting as many of the opposite team out by removing as many flags/tassles off of that individual as possible all while trying to kick a soccer ball into a goal.,"team, game, get, sport, person, make, time, member, win, go"
886,5,Maybe a paintball match fought in the air. Just keep making this idea more intense and dangerous,"team, game, get, sport, person, make, time, member, win, go"
885,5,Contact sports could be an option.,"team, game, get, sport, person, make, time, member, win, go"
210,5,['3. In this game you will form two straight lines per teams.'],"team, game, get, sport, person, make, time, member, win, go"
