Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
396,4,I really liked this idea. It reminded me of a scavenger hunt. There should be dim lightening so it will be more difficult for the participants to find the doors and the correct keys. They keys should be glow in the dark. People can pick their teams or it can be randomly designed.,"think, participant, maze, wear, one, name, come, dark, weight, help"
1069,4,"using a spindle of yarn, try to see who can make the strongest rope by testing weights attached to the rope created","think, participant, maze, wear, one, name, come, dark, weight, help"
463,4,"The hulahoop is small, therefore stopping anything from making it through will be fairly easy. In addition, it would only take one member of the team to effectively protect the hulahoop.","think, participant, maze, wear, one, name, come, dark, weight, help"
2410,4,I think that the paintballers must be on a wall lateral to the central obstacle course. The paintball guns are equipped with a sniper scope. I also would put cover for the teams running from the paintballs because they will need rest during the course.,"think, participant, maze, wear, one, name, come, dark, weight, help"
2425,4,The weight can be placed on the footwear the players will wear. Their scuba suits should be more specialized for the water so that the players will move quicker. The puck should not be too heavy or else it would be harder to do slapshots.,"think, participant, maze, wear, one, name, come, dark, weight, help"
816,4,Music should be playing at all times to encourage funny dances. Preferably OutKast.,"think, participant, maze, wear, one, name, come, dark, weight, help"
2152,4,There could be a dark mode where the pool has limited or no lighting.,"think, participant, maze, wear, one, name, come, dark, weight, help"
3085,4,This idea could potentially be very dangerous. Certain precautions must be made to ensure the player's safely. I'm trying to think of ways to increase it's difficulty but i am coming up short. if you add obstacles then the possibility of a serious injury greatly increases...,"think, participant, maze, wear, one, name, come, dark, weight, help"
2134,4,"Individuals wear a flying suit rigged to drop a marker from the chest. They jump from a height and glide to a target and drop the marker to attempt to hit the target. After this, they must deploy a parachute and land on another target. There can be different courses to glide on.","think, participant, maze, wear, one, name, come, dark, weight, help"
845,4,"smaller and less players to avoid injury. Gender differences/rules? Helmets (like soft boxing helmets). Team spirit awards (for chants, uniforms, ect.)","think, participant, maze, wear, one, name, come, dark, weight, help"
2215,4,"This sport requries 2 teams. Both teams have to fight profressional MMA fighters or martial artists and have to last at least 3 to 5 minutes against them. Whoever has the most players standing wins, or whoever knocks out a professional fighter wins.","think, participant, maze, wear, one, name, come, dark, weight, help"
1438,4,jousting with motorcycles instead of horses,"think, participant, maze, wear, one, name, come, dark, weight, help"
1450,4,paddle wondering....go in to a sea infested with hungry sharks and try to paddle your way back to shore the quickest before the other person.,"think, participant, maze, wear, one, name, come, dark, weight, help"
2082,4,"Think of as the television show ""Wipeout"" combined with NASCAR. Race car driving is already dangerous as is, and upping the danger level with an obstacle course would make it even more dangerous and interesting.","think, participant, maze, wear, one, name, come, dark, weight, help"
2283,4,face mask and gloves to protect hands shin guards some kind of chest protection.,"think, participant, maze, wear, one, name, come, dark, weight, help"
69,4,"Shooting an arrow or anything, but blind-folded.","think, participant, maze, wear, one, name, come, dark, weight, help"
913,4,"Participants would wear scuba gear and sink to a large sandy clearing beneath the surface, where there will be markers designating the starting line and the finish line.","think, participant, maze, wear, one, name, come, dark, weight, help"
2312,4,"And what if the paint was filled with a small dosage of topical local anesthesia, so that way if you were hit in the arm then you can't use it anymore but you can still play.  The head and chest will be protected by armor.","think, participant, maze, wear, one, name, come, dark, weight, help"
