Line_Number	content	contentSimp	reply	timeCode	user	fake_username
94	If more money was put into diagnostics it would save time and money (in the long run). It would save patients money by not having to buy unnecessary medicine and make multiple hospital trips, and save the time of the doctors by producing a higher turnover rate (seeing more patients).	money put diagnostics save time money (in long run). save patients money buy unnecessary medicine make multiple hospital trips, save time doctors producing higher turnover rate (seeing patients).	-1	April 10, 2013, 01:22:23 PM	32m59	Charles Johnson
95	Nursing-intended students and physician-intended student go to school for a very long time to achieve a degree. Classes for them should be less-expensive.	nursing-intended students physician-intended student school long time achieve degree. classes less-expensive.	33	April 15, 2013, 02:09:03 PM	16m48	Stacy Turner
96	Instead of advising patients to take medication, they should be advised to take vitamin, eat healthier foods, and exercise constantly. Patients save money and increase the longevity of their lives by doing this.	advising patients medication, advised vitamin, eat healthier foods, exercise constantly. patients save money increase longevity lives this.	-1	April 15, 2013, 02:10:58 PM	16m48	Stacy Turner
97	That's true. It's like patient advocacy is no longer top priority; however, if having to earn equipment is the case, then I guess healthcare providers better work their butts off to earn them. No, it's not fair that healthcare providers have to earn special equipment, but if that's how it is, then might as well try to make the best of it for the patient.	that's true. it's patient advocacy longer top priority; however, earn equipment case, guess healthcare providers work butts earn them. no, it's fair healthcare providers earn special equipment, that's is, make patient.	79	April 15, 2013, 02:15:44 PM	16m48	Stacy Turner
98	I agree. But if this were set to action, then I think doctors would be much more careful on what tests they would administer to the patients, thus saving themselves money and the patient money; it's a win-win situation.	agree. set action, doctors careful tests administer patients, saving money patient money; it's win-win situation.	68	April 15, 2013, 02:19:01 PM	16m48	Stacy Turner
99	All healthcare providers should be educated during their schooling about psychiatric patients. It is important to be able to read people and what their intentions are.	healthcare providers educated schooling psychiatric patients. important read people intentions are.	80	April 15, 2013, 02:22:06 PM	16m48	Stacy Turner
100	A healthcare provider cannot tell the future; they don't know how long a person will live. Yes, they can estimate that one person will live longer than another, but there is no way of telling what will happen to the patient, therefore they should not favor giving an organ to a younger, healthier person over an older, non-healthy person.	healthcare provider future; don't long person live. yes, estimate person live longer another, telling happen patient, favor giving organ younger, healthier person older, non-healthy person.	76	April 15, 2013, 02:27:00 PM	16m48	Stacy Turner
101	Having to pay higher taxes would also mean less money in U.S. households, therefore leading to lower income class all around.	pay higher taxes money u.s. households, leading lower income class around.	92	April 15, 2013, 02:28:58 PM	16m48	Stacy Turner
102	There should be more action taken from the government to better healthcare.	action government healthcare.	-1	April 15, 2013, 02:30:05 PM	16m48	Stacy Turner
103	this should be made mandatory education for elementary, middle schools, and high schools. the sooner kids learn how to take care of their health the less health problems they will have in the future.	made mandatory education elementary, middle schools, high schools. sooner kids learn care health health problems future.	96	April 17, 2013, 11:19:11 AM	85m74	Judith Robinson
104	the government should stop focusing so much money efforts on things that are not for the wellbeing of the population, and focus instead on the health of its citizens not the profits or glory they can receive.	government stop focusing money efforts things wellbeing population, focus health citizens profits glory receive.	-1	April 17, 2013, 11:24:05 AM	85m74	Judith Robinson
105	by stopping health problems from occurring early on they will actually be saving money from having less serious complications from developing, which can boost the economy	stopping health problems occurring early saving money complications developing, boost economy	-1	April 17, 2013, 11:26:05 AM	85m74	Judith Robinson
106	there should be thorough education for anyone who gets pregnant, has a baby, or adopts/fosters-on how to keep the baby healthy. and what signs to watch out for, this would help to decrease the amount of hospital visits from new parents who may think every cough is a bad thing, and to avoid simple illnesses that could've been avoided.	education pregnant, baby, adopts/fosters-on baby healthy. signs watch for, decrease amount hospital visits parents cough bad thing, avoid simple illnesses could've avoided.	-1	April 17, 2013, 11:30:07 AM	85m74	Judith Robinson
107	Agreed, we should work towards preventing illness so that we don't have to deal with the expenses of curing illness.	agreed, work preventing illness don't deal expenses curing illness.	94	April 17, 2013, 11:34:46 AM	92m54	Christina Lewis
108	Education of new parents is really important; especially when it comes to taking care of their children and even teaching upon them healthy lifestyles.	education parents important; taking care children teaching healthy lifestyles.	106	April 17, 2013, 11:35:51 AM	92m54	Christina Lewis
