Line_Number,Dominant_Topic_Number,Sentences,Keywords_In_Dominant_Topic
890,3,"Distractions are good, but I feel that in order to really provide a hassle for the participants, we would need some physicality involved with said distractions. What I mean is this; Have persons armed with foam bats or other items that wouldn't cause much physical harm, and have them pursue to knock around the participant. Seems a little harsh, however we see things like this in comical game shows on prime time television all the time.","make, different, not, would, race, way, obstacle, people, also, good"
891,3,"This sounds hilarious and adorable all at the same time. There isn't much to extend on for this idea, since racing is pretty straightforward. I just guess clarification on the setting of the race is what we need, and it appears that the style we are looking at is that of the Kentucky Horse Racing Derby. It would be awesome to see people gamble on camels.","make, different, not, would, race, way, obstacle, people, also, good"
892,0,"2 teams of five enclosed in an arena the size of an NFL Dome Stadium. Each person has a hang glider and their paintball equipment. Each teams start together up high in the rafters, and start to glide at the start of the match.","person, must, time, win, first, go, flag, balloon, end, give"
893,3,"The goal is to hit as many opposing team members in the air before you drift all the way down to the bottom. If you get hit by a paintball you're out, if you physically collide with another glider then both persons are out, and if you hit the walls of the arena then you're out. If you reach the bottom and land on the ground then you're safe.","make, different, not, would, race, way, obstacle, people, also, good"
894,0,"Just for clarification, you have to hit the person to get them out. It doesn't count if you hit the actual hang glider itself.","person, must, time, win, first, go, flag, balloon, end, give"
895,2,The team that has the most players still in by the time they land on the ground level wins. Now the only problem is figuring out safety and fail-safes in case something tragic happens.,"team, ball, player, game, get, point, hit, member, goal, throw"
896,3,"If you're still a fan of this idea, you could combine it with the camel racing idea. Camel quidditch. Either way, animal rights activist are going to hate us.","make, different, not, would, race, way, obstacle, people, also, good"
897,2,My idea on glorified beer pong is similar to this. I have teams trying to knock tennis balls over a net into large cylinders at the other end of a tennis sized court. And the court is enclosed like a giant racquetball court so there can be plenty of bouncing involved.,"team, ball, player, game, get, point, hit, member, goal, throw"
898,2,f course this needs to be looked over. People could just try to glide straight down without engaging the other team just for the sake of being in the safe.,"team, ball, player, game, get, point, hit, member, goal, throw"
899,2,i really like this idea it seems  really fun and making the game be played in an indoor closed court would make it a lot more fun because it causes the players to use whats around them (the wall) and it allows the player to think more and come up with strategies to get the ball in the up.,"team, ball, player, game, get, point, hit, member, goal, throw"
